PROJECT,CLASS,COMPLEXITY,COUPLING
spring-batch-admin,JobInfoResourceAssembler,3,4
spring-batch-admin,DetailedJobInfoResourceAssembler,4,7
spring-batch-admin,FileInfoResourceAssembler,3,4
spring-batch-admin,JobExecutionInfoResourceAssembler,4,7
spring-batch-admin,JobInstanceInfoResourceAssembler,3,7
spring-batch-admin,StepExecutionInfoResourceAssembler,3,4
spring-batch-admin,StepExecutionProgressInfoResourceAssembler,3,4
spring-batch-admin,TaskSchedulerPoller,29,12
spring-batch-admin,ParameterUnpackerFilter,16,5
spring-batch-admin,SessionIdFilter,5,5
spring-batch-admin,AjaxFreeMarkerView,13,6
spring-batch-admin,HippyFreeMarkerConfigurer,6,5
spring-batch-admin,ContentTypeInterceptor,20,9
spring-batch-admin,BaseMenu,8,1
spring-batch-admin,DefaultResourceService,2,1
spring-batch-admin,MenuManager,2,3
spring-batch-admin,ResourceInfo,12,2
spring-batch-admin,HomeController,33,14
spring-batch-admin,JobConfiguration,4,12
spring-batch-admin,RemoteStep,8,2
spring-batch-admin,ExampleItemReader,3,3
spring-batch-admin,ExampleItemWriter,3,3
spring-batch-admin,StepLocatorStepFactoryBean,5,4
spring-batch-admin,TrivialJobParametersIncrementer,1,3
spring-security-oauth,PhotoServiceImpl,11,5
spring-security-oauth,AccessConfirmationController,5,8
spring-security-oauth,PhotoController,10,13
spring-security-oauth,SparklrConsumerDetails,6,1
spring-security-oauth,PhotoInfo,8,0
spring-security-oauth,GoogleServiceImpl,12,5
spring-security-oauth,SparklrServiceImpl,13,4
spring-security-oauth,PicasaController,2,4
spring-security-oauth,SparklrController,5,11
spring-security-oauth,SparklrException,1,0
spring-security-oauth,ServletInitializer,4,7
spring-security-oauth,OAuth2ServerConfig,0,26
spring-security-oauth,MethodSecurityConfig,1,7
spring-security-oauth,SecurityConfiguration,4,9
spring-security-oauth,WebMvcConfig,9,37
spring-security-oauth,PhotoServiceUserController,1,4
spring-security-oauth,AdminController,16,14
spring-security-oauth,SparklrUserApprovalHandler,7,5
spring-security-oauth,PhotoServiceUser,3,0
spring-security-oauth,SecurityConfig,3,6
spring-security-oauth,AccessTokenRequestConverter,2,4
spring-security-oauth,SparklrRedirectController,6,11
spring-security-oauth,FacebookController,2,6
spring-security-oauth,OAuthException,2,1
spring-security-oauth,OAuthCodec,8,1
spring-security-oauth,StringSplitUtils,19,1
spring-security-oauth,InvalidSignatureException,2,0
spring-security-oauth,SignatureSecretEditor,1,0
spring-security-oauth,RSAKeySecret,20,3
spring-security-oauth,CoreOAuthSignatureMethodFactory,28,13
spring-security-oauth,PlainTextSignatureMethod,9,3
spring-security-oauth,RSA_SHA1SignatureMethod,19,3
spring-security-oauth,HMAC_SHA1SignatureMethod,19,4
spring-security-oauth,SharedConsumerSecretImpl,2,1
spring-security-oauth,UnsupportedSignatureMethodException,1,0
spring-security-oauth,ExpressionHandlerBeanDefinitionParser,1,2
spring-security-oauth,OAuthConsumerBeanDefinitionParser,11,9
spring-security-oauth,ProtectedResourceDetailsBeanDefinitionParser,18,5
spring-security-oauth,ProtectedResourceDetailsServiceFactoryBean,2,6
spring-security-oauth,VerifierServiceBeanDefinitionParser,4,4
spring-security-oauth,ConfigUtils,12,10
spring-security-oauth,TokenServiceBeanDefinitionParser,4,4
spring-security-oauth,ConsumerDetailsFactoryBean,17,8
spring-security-oauth,OAuthProviderBeanDefinitionParser,25,9
spring-security-oauth,ConsumerServiceBeanDefinitionParser,9,6
spring-security-oauth,OAuthSecurityNamespaceHandler,1,1
spring-security-oauth,OAuthClientHttpRequestFactory,12,8
spring-security-oauth,OAuthRestTemplate,9,5
spring-security-oauth,CoreOAuthConsumerSupport,117,17
spring-security-oauth,OAuthConsumerProcessingFilter,20,24
spring-security-oauth,OAuthConsumerContextFilter,60,31
spring-security-oauth,OAuthOverHttpURLStreamHandler,3,4
spring-security-oauth,OAuthOverHttpsURLStreamHandler,3,4
spring-security-oauth,DefaultOAuthURLStreamHandlerFactory,2,6
spring-security-oauth,UUIDNonceFactory,1,1
spring-security-oauth,UnverifiedRequestTokenException,2,1
spring-security-oauth,InMemoryProtectedResourceDetailsService,3,3
spring-security-oauth,BaseProtectedResourceDetails,28,2
spring-security-oauth,AccessTokenRequiredException,4,2
spring-security-oauth,OAuthRequestFailedException,2,1
spring-security-oauth,OAuthSecurityContextHolder,2,1
spring-security-oauth,OAuthSecurityContextImpl,4,2
spring-security-oauth,InvalidOAuthRealmException,2,1
spring-security-oauth,OAuthConsumerToken,11,0
spring-security-oauth,HttpSessionOAuthRememberMeServices,6,6
spring-security-oauth,NoOpOAuthRememberMeServices,2,5
spring-security-oauth,HttpSessionBasedTokenServices,15,6
spring-security-oauth,ConsumerSecurityConfig,2,3
spring-security-oauth,ConsumerSecurityMetadataSource,10,7
spring-security-oauth,ConsumerSecurityVoter,12,8
spring-security-oauth,OAuthMethodSecurityExpressionHandler,7,18
spring-security-oauth,AccessTokenProcessingFilter,14,9
spring-security-oauth,ProtectedResourceProcessingFilter,15,14
spring-security-oauth,UnauthenticatedRequestTokenProcessingFilter,13,8
spring-security-oauth,UserAuthorizationSuccessfulAuthenticationHandler,15,5
spring-security-oauth,OAuthProviderProcessingFilter,72,39
spring-security-oauth,CoreOAuthProviderSupport,35,2
spring-security-oauth,UserAuthorizationProcessingFilter,19,13
spring-security-oauth,ExpiringTimestampNonceServices,4,3
spring-security-oauth,NullNonceServices,1,2
spring-security-oauth,InMemoryNonceServices,9,5
spring-security-oauth,NonceAlreadyUsedException,1,1
spring-security-oauth,OAuthAuthenticationDetails,2,3
spring-security-oauth,OAuthProcessingFilterEntryPoint,6,6
spring-security-oauth,BaseConsumerDetails,14,4
spring-security-oauth,DefaultAuthenticationHandler,3,7
spring-security-oauth,InMemoryConsumerDetailsService,4,3
spring-security-oauth,ConsumerAuthentication,13,3
spring-security-oauth,ConsumerCredentials,6,0
spring-security-oauth,InvalidOAuthParametersException,1,1
spring-security-oauth,OAuthVersionUnsupportedException,1,1
spring-security-oauth,ExpiredOAuthTokenException,1,1
spring-security-oauth,InMemoryProviderTokenServices,3,2
spring-security-oauth,InMemorySelfCleaningProviderTokenServices,10,3
spring-security-oauth,InvalidOAuthTokenException,1,1
spring-security-oauth,RandomValueProviderTokenServices,33,12
spring-security-oauth,OAuthProviderTokenImpl,16,2
spring-security-oauth,VerificationFailedException,1,1
spring-security-oauth,RandomValueVerifierServices,9,4
spring-security-oauth,OAuth2AuthenticationFailureEvent,1,3
spring-security-oauth,OAuth2ClientAuthenticationProcessingFilter,14,17
spring-security-oauth,OAuth2ClientContextFilter,17,20
spring-security-oauth,DefaultStateKeyGenerator,1,3
spring-security-oauth,OAuth2ErrorHandler,23,13
spring-security-oauth,DefaultOAuth2ClientContext,8,3
spring-security-oauth,OAuth2RestTemplate,39,20
spring-security-oauth,DefaultOAuth2RequestAuthenticator,3,6
spring-security-oauth,UserApprovalRequiredException,5,0
spring-security-oauth,OAuth2AccessDeniedException,9,2
spring-security-oauth,BaseOAuth2ProtectedResourceDetails,27,3
spring-security-oauth,UserRedirectRequiredException,7,0
spring-security-oauth,OAuth2ContextConfiguration,0,6
spring-security-oauth,OAuth2ContextSetup,53,30
spring-security-oauth,DefaultClientAuthenticationHandler,9,6
spring-security-oauth,ClientCredentialsAccessTokenProvider,9,13
spring-security-oauth,ClientCredentialsResourceDetails,2,1
spring-security-oauth,AuthorizationCodeAccessTokenProvider,46,25
spring-security-oauth,AuthorizationCodeResourceDetails,1,1
spring-security-oauth,ImplicitAccessTokenProvider,15,20
spring-security-oauth,ImplicitResourceDetails,1,1
spring-security-oauth,ResourceOwnerPasswordAccessTokenProvider,9,12
spring-security-oauth,ResourceOwnerPasswordResourceDetails,5,1
spring-security-oauth,AbstractRedirectResourceDetails,12,2
spring-security-oauth,DefaultAccessTokenRequest,38,5
spring-security-oauth,JdbcClientTokenServices,12,10
spring-security-oauth,OAuth2AccessTokenSupport,23,31
spring-security-oauth,AccessTokenProviderChain,31,13
spring-security-oauth,DefaultClientKeyGenerator,5,4
spring-security-oauth,DefaultRequestEnhancer,3,6
spring-security-oauth,BadClientCredentialsException,3,1
spring-security-oauth,SerializationException,4,0
spring-security-oauth,UnapprovedClientAuthenticationException,2,1
spring-security-oauth,UnauthorizedUserException,4,1
spring-security-oauth,UnauthorizedClientException,4,1
spring-security-oauth,InsufficientScopeException,4,1
spring-security-oauth,OAuth2ExceptionJackson2Serializer,3,5
spring-security-oauth,InvalidGrantException,3,1
spring-security-oauth,InvalidRequestException,3,1
spring-security-oauth,RedirectMismatchException,3,1
spring-security-oauth,UnsupportedGrantTypeException,3,1
spring-security-oauth,UnsupportedResponseTypeException,3,1
spring-security-oauth,UserDeniedAuthorizationException,3,1
spring-security-oauth,OAuth2Exception,29,15
spring-security-oauth,OAuth2ExceptionJackson1Deserializer,25,6
spring-security-oauth,OAuth2ExceptionJackson2Deserializer,26,6
spring-security-oauth,ClientAuthenticationException,3,1
spring-security-oauth,InvalidClientException,3,1
spring-security-oauth,InvalidScopeException,3,1
spring-security-oauth,InvalidTokenException,4,1
spring-security-oauth,OAuth2ExceptionJackson1Serializer,2,5
spring-security-oauth,DefaultOAuth2RefreshToken,11,4
spring-security-oauth,DefaultOAuth2AccessToken,29,4
spring-security-oauth,DefaultExpiringOAuth2RefreshToken,2,2
spring-security-oauth,DefaultThrowableAnalyzer,2,2
spring-security-oauth,OAuth2AccessTokenJackson1Deserializer,11,7
spring-security-oauth,OAuth2AccessTokenJackson1Serializer,6,6
spring-security-oauth,OAuth2AccessTokenJackson2Deserializer,14,7
spring-security-oauth,OAuth2AccessTokenJackson2Serializer,6,6
spring-security-oauth,JacksonJsonParser,4,2
spring-security-oauth,JsonDateDeserializer,2,5
spring-security-oauth,JsonDateSerializer,1,4
spring-security-oauth,JsonParserFactory,3,3
spring-security-oauth,OAuth2Utils,8,0
spring-security-oauth,ProxyCreator,1,4
spring-security-oauth,Jackson2JsonParser,4,2
spring-security-oauth,RandomValueStringGenerator,7,2
spring-security-oauth,SerializationUtils,9,2
spring-security-oauth,DefaultJdbcListFactory,2,5
spring-security-oauth,JdbcClientDetailsServiceBuilder,5,7
spring-security-oauth,ClientDetailsServiceBuilder,8,14
spring-security-oauth,InMemoryClientDetailsServiceBuilder,2,5
spring-security-oauth,ClientDetailsServiceConfiguration,2,6
spring-security-oauth,ClientDetailsServiceConfigurer,6,6
spring-security-oauth,OAuth2ClientConfiguration,2,10
spring-security-oauth,ResourceServerConfigurerAdapter,2,3
spring-security-oauth,ResourceServerConfiguration,21,18
spring-security-oauth,AuthorizationServerEndpointsConfiguration,21,28
spring-security-oauth,AuthorizationServerConfigurerAdapter,3,4
spring-security-oauth,AuthorizationServerSecurityConfiguration,5,15
spring-security-oauth,AuthorizationServerSecurityConfigurer,28,20
spring-security-oauth,ResourceServerSecurityConfigurer,29,26
spring-security-oauth,AuthorizationServerEndpointsConfigurer,97,37
spring-security-oauth,ClientBeanDefinitionParser,2,5
spring-security-oauth,WebExpressionHandlerBeanDefinitionParser,1,2
spring-security-oauth,ResourceBeanDefinitionParser,25,8
spring-security-oauth,OAuth2ClientContextFactoryBean,7,5
spring-security-oauth,AuthorizationServerBeanDefinitionParser,43,8
spring-security-oauth,ClientDetailsServiceBeanDefinitionParser,8,6
spring-security-oauth,RestTemplateBeanDefinitionParser,3,6
spring-security-oauth,ResourceServerBeanDefinitionParser,7,5
spring-security-oauth,OAuth2SecurityNamespaceHandler,1,1
spring-security-oauth,ProviderBeanDefinitionParser,2,6
spring-security-oauth,AbstractJaxbMessageConverter,11,8
spring-security-oauth,JaxbOAuth2AccessToken,10,1
spring-security-oauth,JaxbOAuth2AccessTokenMessageConverter,6,5
spring-security-oauth,JaxbOAuth2Exception,4,0
spring-security-oauth,JaxbOAuth2ExceptionMessageConverter,3,3
spring-security-oauth,FormOAuth2ExceptionHttpMessageConverter,6,9
spring-security-oauth,FormOAuth2AccessTokenMessageConverter,4,7
spring-security-oauth,TokenStoreUserApprovalHandler,16,12
spring-security-oauth,InMemoryApprovalStore,7,3
spring-security-oauth,JdbcApprovalStore,24,6
spring-security-oauth,Approval,27,5
spring-security-oauth,ApprovalStoreUserApprovalHandler,28,10
spring-security-oauth,DefaultUserApprovalHandler,6,3
spring-security-oauth,TokenApprovalStore,7,5
spring-security-oauth,OAuth2AuthenticationDetails,32,3
spring-security-oauth,OAuth2AuthenticationManager,17,10
spring-security-oauth,OAuth2AuthenticationProcessingFilter,22,21
spring-security-oauth,BearerTokenExtractor,9,7
spring-security-oauth,OAuth2AuthenticationDetailsSource,1,4
spring-security-oauth,Jackson2ArrayOrStringDeserializer,4,7
spring-security-oauth,JdbcClientDetailsService,36,20
spring-security-oauth,ClientCredentialsTokenEndpointFilter,16,14
spring-security-oauth,BaseClientDetails,91,17
spring-security-oauth,InMemoryClientDetailsService,3,3
spring-security-oauth,ClientCredentialsTokenGranter,6,8
spring-security-oauth,JacksonArrayOrStringDeserializer,4,7
spring-security-oauth,ClientDetailsUserDetailsService,6,7
spring-security-oauth,JdbcAuthorizationCodeServices,9,7
spring-security-oauth,AuthorizationCodeTokenGranter,10,14
spring-security-oauth,InMemoryAuthorizationCodeServices,2,2
spring-security-oauth,RandomValueAuthorizationCodeServices,3,4
spring-security-oauth,CheckTokenEndpoint,8,15
spring-security-oauth,TokenKeyEndpoint,5,7
spring-security-oauth,TokenEndpointAuthenticationFilter,22,24
spring-security-oauth,AuthorizationEndpoint,73,38
spring-security-oauth,TokenEndpoint,26,25
spring-security-oauth,FrameworkEndpointHandlerMapping,19,8
spring-security-oauth,DefaultRedirectResolver,26,5
spring-security-oauth,WhitelabelApprovalEndpoint,11,5
spring-security-oauth,AbstractEndpoint,11,6
spring-security-oauth,SpelView,6,8
spring-security-oauth,ExactMatchRedirectResolver,1,1
spring-security-oauth,WhitelabelErrorEndpoint,2,5
spring-security-oauth,DefaultWebResponseExceptionTranslator,9,10
spring-security-oauth,AbstractOAuth2SecurityExceptionHandler,9,12
spring-security-oauth,DefaultOAuth2ExceptionRenderer,15,23
spring-security-oauth,OAuth2AuthenticationEntryPoint,9,9
spring-security-oauth,OAuth2AccessDeniedHandler,1,5
spring-security-oauth,OAuth2ExpressionUtils,17,3
spring-security-oauth,OAuth2SecurityExpressionMethods,16,2
spring-security-oauth,OAuth2ExpressionParser,4,3
spring-security-oauth,OAuth2MethodSecurityExpressionHandler,2,5
spring-security-oauth,OAuth2WebSecurityExpressionHandler,2,5
spring-security-oauth,ImplicitTokenGranter,6,12
spring-security-oauth,ImplicitTokenRequest,2,2
spring-security-oauth,InMemoryImplicitGrantService,2,3
spring-security-oauth,ResourceOwnerPasswordTokenGranter,7,12
spring-security-oauth,ClientAlreadyExistsException,2,1
spring-security-oauth,NoSuchClientException,2,1
spring-security-oauth,CompositeTokenGranter,5,4
spring-security-oauth,OAuth2Request,50,5
spring-security-oauth,AuthorizationRequest,45,5
spring-security-oauth,BaseRequest,29,1
spring-security-oauth,OAuth2Authentication,23,4
spring-security-oauth,DefaultSecurityContextAccessor,6,6
spring-security-oauth,TokenRequest,8,3
spring-security-oauth,ClientRegistrationException,2,0
spring-security-oauth,RefreshTokenGranter,3,7
spring-security-oauth,DefaultOAuth2RequestFactory,19,8
spring-security-oauth,DefaultOAuth2RequestValidator,7,5
spring-security-oauth,RemoteTokenServices,18,15
spring-security-oauth,DefaultTokenServices,62,24
spring-security-oauth,DefaultAuthenticationKeyGenerator,5,4
spring-security-oauth,DefaultUserAuthenticationConverter,12,6
spring-security-oauth,AbstractTokenGranter,11,12
spring-security-oauth,DefaultAccessTokenConverter,28,8
spring-security-oauth,TokenEnhancerChain,2,3
spring-security-oauth,JdbcTokenStore,76,12
spring-security-oauth,InMemoryTokenStore,46,6
spring-security-oauth,JwtTokenStore,30,12
spring-security-oauth,KeyStoreKeyFactory,5,2
spring-security-oauth,JwtAccessTokenConverter,31,18
spring-security-oauth,RedisTokenStore,50,11
spring-security-oauth,JdkSerializationStrategy,2,4
spring-security-oauth,StandardStringSerializationStrategy,2,3
spring-security-oauth,BaseRedisTokenStoreSerializationStrategy,9,4
spring-security-oauth,ClientScopeVoter,15,10
spring-security-oauth,ScopeVoter,15,8
spring-security-oauth,Application,2,16
spring-security-oauth,ClientApplication,4,13
spring-security-oauth,AbstractAuthorizationCodeProviderTests,21,12
spring-security-oauth,AbstractClientCredentialsProviderTests,7,13
spring-security-oauth,AbstractEmptyAuthorizationCodeProviderTests,30,23
spring-security-oauth,AbstractImplicitProviderTests,2,5
spring-security-oauth,AbstractIntegrationTests,40,37
spring-security-oauth,AbstractProtectedResourceTests,3,3
spring-security-oauth,AbstractRefreshTokenSupportTests,9,10
spring-security-oauth,AbstractResourceOwnerPasswordProviderTests,26,22
spring-security-oauth,HttpTestUtils,41,20
spring-security-oauth,HardCodedAuthenticationFilter,4,8
spring-security-oauth,CustomTokenGranter,4,9
